Study_id	Models_answer_run1	Models_answer_run2	Models_answer_run3	Models_answer_run4	Models_answer_run5	final_answer(3)	final_answer(4)	final_answer(5)
MGYS00004294	no	no	yes	no	no	no	no	no
MGYS00001426	yes	yes	yes	no	yes	yes	yes	no
MGYS00001062	no	no	no	no	no	no	no	no
MGYS00001011	no	no	no	no	no	no	no	no
MGYS00001599	no	no	no	yes	no	no	no	no
MGYS00005171	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001050	no	no	no	no	no	no	no	no
MGYS00001207	yes	no	no	no	no	no	no	no
MGYS00005040	yes	no	yes	yes	yes	yes	yes	no
MGYS00000948	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001331	yes	yes	yes	yes	no	yes	yes	no
MGYS00003915	no	no	no	no	no	no	no	no
MGYS00000966	no	yes	yes	yes	yes	yes	yes	no
MGYS00004688	no	no	no	no	no	no	no	no
MGYS00000953	yes	yes	yes	no	no	yes	no	no
MGYS00002294	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001034	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000956	yes	no	yes	yes	no	yes	no	no
MGYS00002032	no	yes	no	no	yes	no	no	no
MGYS00004541	no	yes	yes	yes	no	yes	no	no
MGYS00003812	no	no	no	no	no	no	no	no
MGYS00000988	no	yes	no	yes	no	no	no	no
MGYS00001192	yes	no	yes	yes	no	yes	no	no
MGYS00001061	yes	no	no	no	no	no	no	no
MGYS00001036	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001098	yes	no	no	no	no	no	no	no
MGYS00003727	no	yes	no	no	no	no	no	no
MGYS00001032	yes	yes	no	no	yes	yes	no	no
MGYS00006044	no	no	no	no	no	no	no	no
MGYS00006087	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003912	no	yes	yes	yes	yes	yes	yes	no
MGYS00000950	yes	yes	no	no	yes	yes	no	no
MGYS00001328	yes	yes	no	no	no	no	no	no
MGYS00001017	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001004	no	no	yes	no	yes	no	no	no
MGYS00005205	yes	yes	yes	no	yes	yes	yes	no
MGYS00005993	no	no	no	no	no	no	no	no
MGYS00001054	no	yes	no	no	no	no	no	no
MGYS00003813	yes	no	no	no	yes	no	no	no
MGYS00001356	no	yes	no	no	yes	no	no	no
MGYS00005819	yes	no	no	yes	no	no	no	no
MGYS00001044	no	no	no	no	no	no	no	no
MGYS00005522	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000922	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001447	no	yes	no	no	yes	no	no	no
MGYS00002700	no	no	no	yes	yes	no	no	no
MGYS00001022	no	yes	yes	no	no	no	no	no
MGYS00000954	yes	yes	no	yes	no	yes	no	no
MGYS00001352	yes	no	yes	yes	yes	yes	yes	no
MGYS00000944	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003919	no	yes	no	no	yes	no	no	no
MGYS00002715	yes	no	no	yes	yes	yes	no	no
MGYS00004546	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004382	no	no	no	no	no	no	no	no
MGYS00001028	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004491	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001169	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002053	no	no	no	no	no	no	no	no
MGYS00003916	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005744	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001051	no	no	no	yes	no	no	no	no
MGYS00001001	yes	yes	yes	yes	no	yes	yes	no
MGYS00006040	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001083	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000934	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000952	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001014	no	yes	yes	yes	yes	yes	yes	no
MGYS00001048	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002441	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001611	no	no	no	no	no	no	no	no
MGYS00005502	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003793	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005297	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003922	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000924	yes	yes	yes	no	yes	yes	yes	no
MGYS00001330	no	yes	yes	no	no	no	no	no
MGYS00003853	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005622	yes	no	no	no	no	no	no	no
MGYS00005157	yes	no	no	yes	no	no	no	no
MGYS00000992	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003772	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005521	no	no	no	no	yes	no	no	no
MGYS00005511	no	no	no	no	no	no	no	no
MGYS00000951	no	yes	no	no	no	no	no	no
MGYS00003067	no	no	yes	no	no	no	no	no
MGYS00001038	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001005	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002116	no	yes	yes	yes	yes	yes	yes	no
MGYS00001161	yes	yes	yes	yes	no	yes	yes	no
MGYS00002110	no	yes	no	yes	yes	yes	no	no
MGYS00000971	yes	no	yes	yes	yes	yes	yes	no
MGYS00001060	yes	no	no	yes	no	no	no	no
MGYS00001037	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002303	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005186	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005315	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001023	no	no	yes	yes	yes	yes	no	no
MGYS00003933	no	yes	yes	no	yes	yes	no	no
MGYS00001597	no	yes	no	yes	yes	yes	no	no
MGYS00001972	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000926	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001100	yes	no	no	no	yes	no	no	no
MGYS00005571	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000945	yes	yes	no	no	no	no	no	no
MGYS00001009	no	yes	no	yes	no	no	no	no
MGYS00005241	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001033	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001035	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001158	no	yes	no	no	no	no	no	no
MGYS00001049	yes	no	no	no	yes	no	no	no
MGYS00003066	no	no	no	no	no	no	no	no
MGYS00004610	no	yes	yes	no	yes	yes	no	no
MGYS00001031	no	no	no	no	no	no	no	no
MGYS00001909	no	no	no	no	no	no	no	no
MGYS00003981	yes	N/A	yes	yes	no	yes	no	no
MGYS00003717	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001057	no	no	no	no	no	no	no	no
MGYS00001911	no	no	yes	no	yes	no	no	no
MGYS00003807	no	no	no	no	no	no	no	no
MGYS00001024	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002314	no	yes	no	no	no	no	no	no
MGYS00000959	no	yes	yes	no	no	no	no	no
MGYS00001027	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003785	no	no	yes	no	no	no	no	no
MGYS00001284	yes	no	yes	yes	no	yes	no	no
MGYS00003918	no	yes	no	yes	no	no	no	no
MGYS00001025	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005536	yes	no	yes	yes	yes	yes	yes	no
MGYS00001293	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002254	no	yes	yes	no	no	no	no	no
MGYS00001026	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001006	no	no	no	no	no	no	no	no
MGYS00001198	yes	no	no	no	no	no	no	no
MGYS00003931	no	yes	no	no	no	no	no	no
MGYS00005093	yes	no	yes	yes	yes	yes	yes	no
MGYS00000981	yes	yes	no	no	yes	yes	no	no
MGYS00002115	yes	yes	yes	no	yes	yes	yes	no
MGYS00000989	yes	yes	yes	no	yes	yes	yes	no
MGYS00000936	no	no	no	yes	no	no	no	no
MGYS00003870	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003858	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003754	no	yes	yes	yes	no	yes	no	no
MGYS00005572	yes	yes	no	no	yes	yes	no	no
MGYS00003691	no	no	no	yes	no	no	no	no
MGYS00001353	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000965	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002190	no	no	no	no	no	no	no	no
MGYS00004602	no	yes	yes	yes	yes	yes	yes	no
MGYS00002429	no	no	no	no	no	no	no	no
MGYS00000975	yes	yes	no	yes	yes	yes	yes	no
MGYS00005185	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000998	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000994	yes	no	no	yes	yes	yes	no	no
MGYS00000963	no	yes	no	no	no	no	no	no
MGYS00002018	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000933	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001619	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00006001	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005725	no	no	yes	no	yes	no	no	no
MGYS00002386	no	no	no	yes	no	no	no	no
MGYS00000961	no	no	no	no	yes	no	no	no
MGYS00001606	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005208	yes	yes	yes	no	yes	yes	yes	no
MGYS00000982	yes	yes	no	no	no	no	no	no
MGYS00000929	yes	yes	no	yes	yes	yes	yes	no
MGYS00001202	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003759	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002679	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000925	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000978	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005096	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005053	no	yes	no	yes	no	no	no	no
MGYS00005092	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000939	yes	yes	no	yes	yes	yes	yes	no
MGYS00000947	yes	yes	yes	yes	no	yes	yes	no
MGYS00003688	no	no	no	no	no	no	no	no
MGYS00005077	no	no	yes	yes	yes	yes	no	no
MGYS00001045	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003920	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001039	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001008	no	no	no	no	no	no	no	no
MGYS00005078	yes	no	yes	yes	yes	yes	yes	no
MGYS00003786	no	no	no	no	no	no	no	no
MGYS00005313	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005091	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002054	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000935	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001627	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001042	no	no	no	yes	yes	no	no	no
MGYS00000923	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001065	yes	no	yes	yes	no	yes	no	no
MGYS00005624	no	no	no	no	no	no	no	no
MGYS00005243	yes	no	yes	no	yes	yes	no	no
MGYS00000977	no	no	yes	no	no	no	no	no
MGYS00001762	yes	no	yes	no	yes	yes	no	no
MGYS00002048	yes	no	yes	no	no	no	no	no
MGYS00006118	no	yes	no	no	no	no	no	no
MGYS00003961	no	no	yes	no	yes	no	no	no
MGYS00004180	no	no	no	no	no	no	no	no
MGYS00005709	yes	yes	no	no	yes	yes	no	no
MGYS00004445	yes	yes	no	no	no	no	no	no
MGYS00003655	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004644	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004875	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004192	no	no	no	no	yes	no	no	no
MGYS00004879	yes	no	yes	no	yes	yes	no	no
MGYS00004464	no	no	yes	yes	yes	yes	no	no
MGYS00004676	yes	yes	no	no	no	no	no	no
MGYS00004153	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004864	yes	no	yes	no	yes	yes	no	no
MGYS00004272	yes	yes	yes	no	yes	yes	yes	no
MGYS00004503	no	no	no	no	no	no	no	no
MGYS00004847	yes	yes	no	no	no	no	no	no
MGYS00004862	no	yes	no	yes	no	no	no	no
MGYS00004599	no	no	no	no	no	no	no	no
MGYS00005941	no	no	yes	no	no	no	no	no
MGYS00004884	no	yes	yes	no	yes	yes	no	no
MGYS00004391	no	no	no	no	yes	no	no	no
MGYS00004409	yes	yes	yes	no	no	yes	no	no
MGYS00006213	no	no	no	no	no	no	no	no
MGYS00004672	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004100	no	no	no	no	no	no	no	no
MGYS00005715	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004348	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004738	no	no	no	yes	no	no	no	no
MGYS00004475	no	no	no	no	no	no	no	no
MGYS00004331	no	yes	no	yes	yes	yes	no	no
MGYS00005032	no	yes	no	no	no	no	no	no
MGYS00005022	no	no	no	no	no	no	no	no
MGYS00005136	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005052	no	yes	yes	yes	yes	yes	yes	no
MGYS00004390	yes	yes	yes	yes	no	yes	yes	no
MGYS00004436	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004772	no	no	no	no	no	no	no	no
MGYS00004149	no	no	no	yes	no	no	no	no
MGYS00004127	no	yes	no	yes	no	no	no	no
MGYS00004671	yes	yes	yes	no	no	yes	no	no
MGYS00005704	no	no	no	no	no	no	no	no
MGYS00004401	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004252	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005097	yes	yes	no	yes	yes	yes	yes	no
MGYS00004735	no	no	no	no	no	no	no	no
MGYS00004105	yes	no	no	no	no	no	no	no
MGYS00004608	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003656	no	no	no	no	no	no	no	no
MGYS00004626	no	no	no	no	no	no	no	no
MGYS00004643	yes	no	yes	no	no	no	no	no
MGYS00004246	no	no	no	no	no	no	no	no
MGYS00004074	yes	no	no	yes	yes	yes	no	no
MGYS00004449	yes	no	yes	N/A	no	no	no	no
MGYS00003941	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004532	yes	no	no	no	no	no	no	no
MGYS00004047	yes	no	no	no	no	no	no	no
MGYS00004064	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004177	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004112	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003985	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004502	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004432	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005953	yes	no	no	no	yes	no	no	no
MGYS00005842	no	yes	yes	no	yes	yes	no	no
MGYS00004542	no	no	yes	no	no	no	no	no
MGYS00005295	no	no	yes	no	no	no	no	no
MGYS00004889	yes	yes	yes	no	yes	yes	yes	no
MGYS00004418	yes	no	yes	yes	yes	yes	yes	no
MGYS00004456	no	no	no	no	no	no	no	no
MGYS00003635	no	no	yes	yes	yes	yes	no	no
MGYS00004292	yes	no	yes	no	no	no	no	no
MGYS00004553	no	no	no	no	no	no	no	no
MGYS00004466	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005722	yes	yes	no	no	yes	yes	no	no
MGYS00004099	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004388	no	no	yes	no	no	no	no	no
MGYS00004140	no	no	no	no	no	no	no	no
MGYS00004638	yes	no	yes	yes	yes	yes	yes	no
MGYS00004592	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004345	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005581	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004307	yes	no	no	yes	no	no	no	no
MGYS00004318	yes	yes	no	yes	yes	yes	yes	no
MGYS00004877	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005924	no	no	no	no	no	no	no	no
MGYS00004408	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004446	no	no	no	yes	no	no	no	no
MGYS00004233	no	no	no	no	yes	no	no	no
MGYS00004393	yes	no	yes	yes	no	yes	no	no
MGYS00004327	no	no	no	no	no	no	no	no
MGYS00004059	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004136	no	no	yes	no	yes	no	no	no
MGYS00005939	no	no	no	no	no	no	no	no
MGYS00004352	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003718	no	no	no	no	no	no	no	no
MGYS00005634	no	no	no	no	no	no	no	no
MGYS00004381	no	no	no	no	no	no	no	no
MGYS00004285	yes	no	no	no	no	no	no	no
MGYS00003988	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004858	yes	yes	yes	no	yes	yes	yes	no
MGYS00004392	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004207	no	yes	N/A	no	yes	no	no	no
MGYS00003613	yes	yes	yes	yes	no	yes	yes	no
MGYS00004168	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004559	no	no	no	no	no	no	no	no
MGYS00005404	no	yes	yes	yes	N/A	yes	no	no
MGYS00004015	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003750	yes	yes	yes	yes	no	yes	yes	no
MGYS00004151	no	no	yes	yes	yes	yes	no	no
MGYS00004459	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004374	no	no	no	no	no	no	no	no
MGYS00004312	no	no	no	no	no	no	no	no
MGYS00004155	no	no	no	yes	no	no	no	no
MGYS00003687	yes	yes	yes	no	yes	yes	yes	no
MGYS00004439	no	no	no	no	no	no	no	no
MGYS00005687	no	no	no	no	no	no	no	no
MGYS00005653	yes	no	no	yes	no	no	no	no
MGYS00004277	no	yes	no	no	no	no	no	no
MGYS00004500	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004857	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004086	no	yes	no	yes	yes	yes	no	no
MGYS00004519	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005123	yes	yes	no	no	yes	yes	no	no
MGYS00004454	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004196	no	yes	no	yes	no	no	no	no
MGYS00005669	no	no	no	no	yes	no	no	no
MGYS00004441	yes	N/A	yes	yes	yes	yes	yes	no
MGYS00004420	yes	yes	yes	no	yes	yes	yes	no
MGYS00004508	yes	no	no	no	no	no	no	no
MGYS00005575	yes	yes	yes	no	yes	yes	yes	no
MGYS00005510	no	no	no	no	no	no	no	no
MGYS00005968	no	no	no	no	no	no	no	no
MGYS00004152	yes	no	no	no	no	no	no	no
MGYS00003864	no	yes	yes	yes	no	yes	no	no
MGYS00004485	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004490	yes	yes	yes	no	no	yes	no	no
MGYS00004457	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004394	yes	no	no	no	no	no	no	no
MGYS00004042	yes	yes	yes	no	no	yes	no	no
MGYS00005720	no	yes	yes	yes	yes	yes	yes	no
MGYS00004084	yes	yes	yes	no	yes	yes	yes	no
MGYS00005869	no	yes	no	no	no	no	no	no
MGYS00003641	no	no	no	no	yes	no	no	no
MGYS00006072	yes	no	no	no	no	no	no	no
MGYS00004181	no	no	no	no	no	no	no	no
MGYS00005075	no	yes	yes	no	yes	yes	no	no
MGYS00004051	no	no	no	yes	yes	no	no	no
MGYS00004179	no	no	yes	no	no	no	no	no
MGYS00004616	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004716	no	no	no	no	no	no	no	no
MGYS00005141	no	no	no	no	no	no	no	no
MGYS00004513	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005300	yes	no	yes	no	no	no	no	no
MGYS00004624	no	yes	no	yes	yes	yes	no	no
MGYS00004306	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005829	no	no	no	no	no	no	no	no
MGYS00004154	no	no	yes	no	yes	no	no	no
MGYS00004365	no	yes	no	no	no	no	no	no
MGYS00003654	yes	no	no	yes	no	no	no	no
MGYS00005961	yes	yes	yes	yes	no	yes	yes	no
MGYS00004267	yes	yes	no	yes	no	yes	no	no
MGYS00004674	yes	no	yes	yes	no	yes	no	no
MGYS00004128	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003603	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004227	no	no	yes	no	yes	no	no	no
MGYS00004195	no	no	no	yes	no	no	no	no
MGYS00004534	no	no	no	no	no	no	no	no
MGYS00004130	no	no	no	yes	yes	no	no	no
MGYS00004023	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003999	no	no	no	no	no	no	no	no
MGYS00005714	yes	no	yes	yes	yes	yes	yes	no
MGYS00005200	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004476	no	no	no	no	no	no	no	no
MGYS00004510	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004982	yes	yes	no	no	no	no	no	no
MGYS00003726	no	yes	no	no	no	no	no	no
MGYS00003867	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004322	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004631	yes	yes	no	yes	yes	yes	yes	no
MGYS00004517	no	yes	no	yes	yes	yes	no	no
MGYS00005245	yes	no	yes	no	no	no	no	no
MGYS00004175	yes	yes	no	no	yes	yes	no	no
MGYS00004422	no	no	yes	no	no	no	no	no
MGYS00005640	no	no	no	yes	yes	no	no	no
MGYS00004840	no	yes	yes	no	no	no	no	no
MGYS00004609	no	yes	yes	yes	yes	yes	yes	no
MGYS00004664	yes	yes	no	yes	no	yes	no	no
MGYS00003990	no	yes	yes	yes	yes	yes	yes	no
MGYS00004660	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004871	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004434	yes	yes	yes	no	yes	yes	yes	no
MGYS00004361	no	no	yes	no	no	no	no	no
MGYS00004467	no	yes	no	yes	no	no	no	no
MGYS00004552	no	no	no	no	yes	no	no	no
MGYS00003996	yes	no	no	yes	yes	yes	no	no
MGYS00005405	no	no	no	no	no	no	no	no
MGYS00004038	no	no	yes	no	no	no	no	no
MGYS00003640	no	no	yes	no	no	no	no	no
MGYS00004367	no	no	no	no	yes	no	no	no
MGYS00004442	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004194	no	no	no	yes	no	no	no	no
MGYS00004238	yes	yes	yes	yes	no	yes	yes	no
MGYS00004636	no	yes	no	yes	yes	yes	no	no
MGYS00004286	no	no	no	yes	no	no	no	no
MGYS00005494	no	no	no	no	no	no	no	no
MGYS00005931	no	no	no	no	yes	no	no	no
MGYS00005665	yes	yes	yes	yes	no	yes	yes	no
MGYS00004846	yes	no	no	yes	no	no	no	no
MGYS00005949	no	no	no	no	no	no	no	no
MGYS00004524	yes	no	yes	yes	no	yes	no	no
MGYS00004209	yes	yes	yes	no	yes	yes	yes	no
MGYS00004574	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005835	yes	no	yes	no	no	no	no	no
MGYS00004353	no	no	no	no	no	no	no	no
MGYS00004036	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004244	yes	no	yes	no	yes	yes	no	no
MGYS00004419	yes	yes	N/A	yes	no	yes	no	no
MGYS00004076	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004173	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004561	yes	yes	no	yes	yes	yes	yes	no
MGYS00005856	no	yes	yes	no	no	no	no	no
MGYS00004433	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004425	no	yes	no	no	no	no	no	no
MGYS00004890	yes	yes	yes	yes	no	yes	yes	no
MGYS00004364	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004656	yes	yes	yes	yes	no	yes	yes	no
MGYS00004218	yes	no	no	no	no	no	no	no
MGYS00005688	yes	no	yes	yes	yes	yes	yes	no
MGYS00004856	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005318	no	yes	no	yes	yes	yes	no	no
MGYS00004859	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004057	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005865	yes	yes	no	no	no	no	no	no
MGYS00005713	no	no	no	no	no	no	no	no
MGYS00005644	no	no	no	no	no	no	no	no
MGYS00004031	yes	no	no	yes	no	no	no	no
MGYS00004150	no	no	no	no	no	no	no	no
MGYS00004584	no	yes	no	no	no	no	no	no
MGYS00004577	no	yes	yes	no	yes	yes	no	no
MGYS00004544	yes	yes	yes	no	yes	yes	yes	no
MGYS00005580	no	no	no	yes	no	no	no	no
MGYS00005148	no	no	yes	no	yes	no	no	no
MGYS00005413	no	no	no	no	no	no	no	no
MGYS00004018	no	no	yes	yes	no	no	no	no
MGYS00004773	yes	yes	no	yes	yes	yes	yes	no
MGYS00003994	no	yes	no	yes	yes	yes	no	no
MGYS00004628	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004241	no	no	yes	yes	no	no	no	no
MGYS00004025	yes	yes	yes	no	no	yes	no	no
MGYS00004504	yes	no	no	yes	no	no	no	no
MGYS00006061	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004658	no	no	no	no	no	no	no	no
MGYS00005832	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004531	no	no	no	no	no	no	no	no
MGYS00004229	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004006	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003699	no	no	no	no	no	no	no	no
