Study_id	Models_answer_run1	Models_answer_run2	Models_answer_run3	Models_answer_run4	Models_answer_run5	final_answer(3)	final_answer(4)	final_answer(5)
MGYS00005186	yes	no	yes	yes	yes	yes	yes	no
MGYS00005315	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001023	no	no	yes	no	no	no	no	no
MGYS00003933	no	no	no	no	no	no	no	no
MGYS00001597	no	no	no	no	no	no	no	no
MGYS00001972	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000926	yes	no	no	yes	yes	yes	no	no
MGYS00001100	no	no	no	no	no	no	no	no
MGYS00005571	yes	yes	N/A	yes	yes	yes	yes	no
MGYS00000945	N/A	no	no	N/A	no	no	no	no
MGYS00001009	no	no	no	no	no	no	no	no
MGYS00005241	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001033	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001035	yes	N/A	yes	yes	yes	yes	yes	no
MGYS00001158	no	no	no	no	no	no	no	no
MGYS00001049	no	no	no	no	no	no	no	no
MGYS00003066	no	no	no	N/A	no	no	no	no
MGYS00004610	no	no	no	no	no	no	no	no
MGYS00001031	no	no	no	no	no	no	no	no
MGYS00001909	no	no	no	no	no	no	no	no
MGYS00003981	no	no	no	no	no	no	no	no
MGYS00003717	no	no	no	no	no	no	no	no
MGYS00001057	no	no	no	no	no	no	no	no
MGYS00001911	no	no	no	yes	no	no	no	no
MGYS00003807	no	no	no	no	no	no	no	no
MGYS00001024	no	yes	yes	no	yes	yes	no	no
MGYS00002314	no	no	no	no	no	no	no	no
MGYS00000959	no	no	no	no	no	no	no	no
MGYS00001027	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003785	no	N/A	no	N/A	no	no	no	no
MGYS00001284	no	no	no	no	no	no	no	no
MGYS00003918	no	no	no	no	no	no	no	no
MGYS00001025	yes	no	no	no	no	no	no	no
MGYS00005536	no	no	no	no	no	no	no	no
MGYS00001293	yes	no	yes	no	yes	yes	no	no
MGYS00002254	N/A	no	no	no	no	no	no	no
MGYS00001026	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001006	no	no	no	no	no	no	no	no
MGYS00001198	no	no	no	no	no	no	no	no
MGYS00003931	no	no	no	no	no	no	no	no
MGYS00005093	no	no	no	no	no	no	no	no
MGYS00000981	no	no	no	no	no	no	no	no
MGYS00002115	yes	yes	yes	yes	no	yes	yes	no
MGYS00000989	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000936	no	no	no	no	no	no	no	no
MGYS00003870	yes	yes	yes	no	yes	yes	yes	no
MGYS00003858	yes	yes	N/A	yes	yes	yes	yes	no
MGYS00003754	no	no	yes	no	no	no	no	no
MGYS00005572	no	yes	no	no	yes	no	no	no
MGYS00003691	no	no	no	no	no	no	no	no
MGYS00001353	no	no	yes	no	no	no	no	no
MGYS00000965	yes	no	yes	yes	yes	yes	yes	no
MGYS00002190	no	N/A	no	no	no	no	no	no
MGYS00004602	no	no	yes	no	yes	no	no	no
MGYS00002429	no	no	no	no	no	no	no	no
MGYS00000975	no	no	no	no	no	no	no	no
MGYS00005185	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000998	yes	yes	yes	no	yes	yes	yes	no
MGYS00000994	no	yes	yes	yes	no	yes	no	no
MGYS00000963	yes	yes	no	no	no	no	no	no
MGYS00002018	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000933	no	no	yes	no	yes	no	no	no
MGYS00001619	yes	no	yes	yes	yes	yes	yes	no
MGYS00006001	no	no	no	no	no	no	no	no
MGYS00005725	yes	no	no	no	no	no	no	no
MGYS00002386	no	no	no	no	no	no	no	no
MGYS00000961	no	no	no	no	yes	no	no	no
MGYS00001606	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005208	yes	no	yes	yes	no	yes	no	no
MGYS00000982	no	no	no	no	no	no	no	no
MGYS00000929	N/A	yes	yes	no	yes	yes	no	no
MGYS00001202	no	no	yes	yes	no	no	no	no
MGYS00003759	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002679	no	no	no	no	yes	no	no	no
MGYS00000925	no	yes	yes	no	no	no	no	no
MGYS00000978	yes	no	yes	no	yes	yes	no	no
MGYS00005096	no	no	yes	no	no	no	no	no
MGYS00005053	no	no	no	no	no	no	no	no
MGYS00005092	no	yes	no	no	no	no	no	no
MGYS00000939	no	no	no	no	no	no	no	no
MGYS00000947	yes	no	no	no	no	no	no	no
MGYS00003688	no	no	no	no	N/A	no	no	no
MGYS00005077	no	no	yes	no	no	no	no	no
MGYS00001045	no	no	N/A	no	no	no	no	no
MGYS00003920	no	no	yes	yes	no	no	no	no
MGYS00001039	no	no	no	no	no	no	no	no
MGYS00001008	no	no	no	N/A	no	no	no	no
MGYS00005078	no	no	no	no	no	no	no	no
MGYS00003786	no	no	no	no	no	no	no	no
MGYS00005313	yes	no	yes	yes	no	yes	no	no
MGYS00005091	no	no	no	no	no	no	no	no
MGYS00002054	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000935	N/A	yes	yes	yes	yes	yes	yes	no
MGYS00001627	no	no	no	no	no	no	no	no
MGYS00001042	yes	no	no	yes	yes	yes	no	no
MGYS00000923	no	no	no	no	no	no	no	no
MGYS00001065	no	no	no	no	no	no	no	no
MGYS00005624	no	no	no	no	no	no	no	no
MGYS00005243	yes	N/A	no	no	no	no	no	no
MGYS00000977	yes	no	no	no	no	no	no	no
MGYS00001762	yes	no	yes	yes	no	yes	no	no
MGYS00002048	no	no	N/A	no	yes	no	no	no
MGYS00006118	no	no	no	no	no	no	no	no
MGYS00003961	no	no	no	no	no	no	no	no
MGYS00004180	no	no	no	no	no	no	no	no
MGYS00005709	no	yes	no	yes	no	no	no	no
MGYS00004445	no	no	no	no	yes	no	no	no
MGYS00003655	no	no	no	no	no	no	no	no
MGYS00004644	yes	no	yes	yes	yes	yes	yes	no
MGYS00004875	no	no	no	no	no	no	no	no
MGYS00004192	no	yes	no	no	no	no	no	no
MGYS00004879	no	N/A	no	no	no	no	no	no
MGYS00004464	no	no	no	yes	no	no	no	no
MGYS00004676	no	no	no	no	no	no	no	no
MGYS00004153	no	no	no	no	no	no	no	no
MGYS00004864	no	no	no	no	no	no	no	no
MGYS00004272	no	no	no	no	no	no	no	no
MGYS00004503	no	no	no	no	no	no	no	no
MGYS00004847	no	no	no	no	no	no	no	no
MGYS00004862	no	no	no	no	no	no	no	no
MGYS00004599	no	no	no	no	no	no	no	no
MGYS00005941	no	no	no	no	no	no	no	no
MGYS00004884	no	no	no	no	no	no	no	no
MGYS00004391	no	no	no	no	no	no	no	no
MGYS00004409	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00006213	no	no	no	no	no	no	no	no
MGYS00004672	no	no	no	no	no	no	no	no
MGYS00004100	no	no	no	yes	no	no	no	no
MGYS00005715	no	no	yes	yes	yes	yes	no	no
MGYS00004348	yes	yes	yes	N/A	yes	yes	yes	no
MGYS00004738	no	no	no	N/A	no	no	no	no
MGYS00004475	no	no	no	no	no	no	no	no
MGYS00004331	yes	no	yes	no	yes	yes	no	no
MGYS00005032	no	no	no	no	no	no	no	no
MGYS00005022	no	no	no	no	no	no	no	no
MGYS00005136	no	no	yes	no	no	no	no	no
MGYS00005052	no	no	no	no	no	no	no	no
MGYS00004390	no	no	no	no	no	no	no	no
MGYS00004436	no	no	no	no	no	no	no	no
MGYS00004772	no	no	no	no	no	no	no	no
MGYS00004149	no	no	no	no	no	no	no	no
MGYS00004127	no	no	no	no	no	no	no	no
MGYS00004671	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005704	no	no	no	no	no	no	no	no
MGYS00004401	no	no	no	no	no	no	no	no
MGYS00004252	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005097	no	no	no	no	no	no	no	no
MGYS00004735	no	no	no	no	no	no	no	no
MGYS00004105	no	no	no	no	no	no	no	no
MGYS00004608	no	yes	no	yes	no	no	no	no
MGYS00003656	no	no	no	N/A	no	no	no	no
MGYS00004626	no	no	no	no	no	no	no	no
MGYS00004643	yes	yes	no	yes	no	yes	no	no
MGYS00004246	no	no	no	no	no	no	no	no
MGYS00004074	no	no	no	no	no	no	no	no
MGYS00004449	no	no	no	no	no	no	no	no
MGYS00003941	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004532	no	no	no	no	no	no	no	no
MGYS00004047	no	no	no	no	no	no	no	no
MGYS00004064	yes	yes	yes	yes	N/A	yes	yes	no
MGYS00004177	no	no	no	yes	no	no	no	no
MGYS00004112	no	no	no	no	no	no	no	no
MGYS00003985	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004502	yes	yes	yes	no	yes	yes	yes	no
MGYS00004432	yes	no	yes	yes	no	yes	no	no
MGYS00005953	no	no	no	no	no	no	no	no
MGYS00005842	no	no	no	no	no	no	no	no
MGYS00004542	no	no	no	no	no	no	no	no
MGYS00005295	no	no	no	no	no	no	no	no
MGYS00004889	no	no	no	no	no	no	no	no
MGYS00004418	no	yes	no	no	no	no	no	no
MGYS00004456	no	no	no	no	no	no	no	no
MGYS00003635	no	no	no	no	no	no	no	no
MGYS00004292	no	no	no	no	no	no	no	no
MGYS00004553	no	no	no	no	no	no	no	no
MGYS00004466	yes	N/A	yes	yes	yes	yes	yes	no
MGYS00005722	no	no	no	yes	no	no	no	no
MGYS00004099	no	no	no	no	no	no	no	no
MGYS00004388	no	no	yes	no	no	no	no	no
MGYS00004140	no	no	no	no	no	no	no	no
MGYS00004638	no	yes	yes	no	no	no	no	no
MGYS00004592	yes	yes	yes	no	no	yes	no	no
MGYS00004345	yes	no	yes	yes	N/A	yes	no	no
MGYS00005581	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004307	yes	no	yes	no	no	no	no	no
MGYS00004318	no	no	no	yes	no	no	no	no
MGYS00004877	no	no	no	no	no	no	no	no
MGYS00005924	no	no	no	no	no	no	no	no
MGYS00004408	yes	yes	no	yes	yes	yes	yes	no
MGYS00004446	no	yes	no	no	no	no	no	no
MGYS00004233	no	no	no	no	no	no	no	no
MGYS00004393	no	no	no	no	no	no	no	no
MGYS00004327	no	no	no	no	no	no	no	no
MGYS00004059	no	no	no	no	no	no	no	no
MGYS00004136	no	no	no	no	no	no	no	no
MGYS00005939	no	no	no	no	no	no	no	no
MGYS00004352	no	yes	yes	yes	yes	yes	yes	no
MGYS00003718	no	no	no	no	no	no	no	no
MGYS00005634	no	no	no	no	no	no	no	no
MGYS00004381	no	no	no	no	no	no	no	no
MGYS00004285	no	yes	no	no	no	no	no	no
MGYS00003988	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004858	yes	no	no	yes	no	no	no	no
MGYS00004392	no	no	no	yes	yes	no	no	no
MGYS00004207	no	no	no	no	no	no	no	no
MGYS00003613	yes	no	no	no	no	no	no	no
MGYS00004168	no	no	yes	yes	yes	yes	no	no
MGYS00004559	no	no	no	no	no	no	no	no
MGYS00005404	no	no	no	no	no	no	no	no
MGYS00004015	no	no	no	no	no	no	no	no
MGYS00003750	no	no	no	no	yes	no	no	no
MGYS00004151	no	no	no	no	no	no	no	no
MGYS00004459	no	yes	yes	no	yes	yes	no	no
MGYS00004374	no	no	no	no	no	no	no	no
MGYS00004312	no	no	no	no	no	no	no	no
MGYS00004155	no	no	no	no	no	no	no	no
MGYS00003687	no	no	no	no	no	no	no	no
MGYS00004439	no	yes	no	no	no	no	no	no
MGYS00005687	N/A	no	no	no	no	no	no	no
MGYS00005653	no	no	no	no	no	no	no	no
MGYS00004277	no	no	no	no	no	no	no	no
MGYS00004500	no	yes	yes	no	no	no	no	no
MGYS00004857	no	yes	yes	no	no	no	no	no
MGYS00004086	yes	no	yes	no	no	no	no	no
MGYS00004519	N/A	yes	yes	yes	yes	yes	yes	no
MGYS00005123	no	no	no	no	no	no	no	no
MGYS00004454	no	no	no	no	no	no	no	no
MGYS00004196	no	no	no	no	no	no	no	no
MGYS00005669	no	no	no	no	no	no	no	no
MGYS00004441	yes	yes	no	no	no	no	no	no
MGYS00004420	no	no	no	no	no	no	no	no
MGYS00004508	no	no	no	no	no	no	no	no
MGYS00005575	no	no	no	no	no	no	no	no
MGYS00005510	no	no	no	no	no	no	no	no
MGYS00005968	N/A	no	no	no	no	no	no	no
MGYS00004152	no	no	no	no	no	no	no	no
MGYS00003864	no	no	no	no	no	no	no	no
MGYS00004485	no	no	no	no	no	no	no	no
MGYS00004490	no	N/A	no	N/A	no	no	no	no
MGYS00004457	no	no	no	no	no	no	no	no
MGYS00004394	no	no	no	no	no	no	no	no
MGYS00004042	no	yes	no	no	yes	no	no	no
MGYS00005720	N/A	no	no	yes	no	no	no	no
MGYS00004084	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005869	no	no	no	no	no	no	no	no
MGYS00003641	no	no	no	no	no	no	no	no
MGYS00006072	no	no	no	no	no	no	no	no
MGYS00004181	no	no	no	no	no	no	no	no
MGYS00005075	no	no	yes	no	no	no	no	no
MGYS00004051	yes	yes	no	yes	yes	yes	yes	no
MGYS00004179	no	no	no	no	no	no	no	no
MGYS00004616	no	no	no	no	no	no	no	no
MGYS00004716	no	no	no	no	no	no	no	no
MGYS00005141	no	no	no	no	no	no	no	no
MGYS00004513	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005300	no	no	no	no	no	no	no	no
MGYS00004624	no	no	yes	no	no	no	no	no
MGYS00004306	no	yes	no	no	no	no	no	no
MGYS00005829	no	no	no	no	no	no	no	no
MGYS00004154	no	no	no	no	no	no	no	no
MGYS00004365	no	no	no	no	no	no	no	no
MGYS00003654	no	no	no	no	no	no	no	no
MGYS00005961	N/A	no	no	no	yes	no	no	no
MGYS00004267	no	no	no	no	no	no	no	no
MGYS00004674	no	no	no	no	no	no	no	no
MGYS00004128	no	no	no	no	no	no	no	no
MGYS00003603	no	no	no	no	no	no	no	no
MGYS00004227	no	no	no	no	no	no	no	no
MGYS00004195	no	no	no	no	no	no	no	no
MGYS00004534	no	no	no	no	no	no	no	no
MGYS00004130	N/A	no	no	no	no	no	no	no
MGYS00004023	no	no	yes	yes	yes	yes	no	no
MGYS00003999	no	no	no	no	no	no	no	no
MGYS00005714	no	no	no	no	no	no	no	no
MGYS00005200	no	no	no	no	no	no	no	no
MGYS00004476	no	no	no	no	no	no	no	no
MGYS00004510	no	no	no	no	yes	no	no	no
MGYS00004982	N/A	no	no	no	no	no	no	no
MGYS00003726	no	no	no	yes	no	no	no	no
MGYS00003867	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004322	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004631	no	no	no	no	no	no	no	no
MGYS00004517	no	no	no	no	no	no	no	no
MGYS00005245	no	no	no	no	no	no	no	no
MGYS00004175	no	no	no	no	no	no	no	no
MGYS00004422	no	no	no	no	no	no	no	no
MGYS00005640	no	no	no	no	no	no	no	no
MGYS00004840	no	no	no	no	no	no	no	no
MGYS00004609	no	yes	yes	yes	no	yes	no	no
MGYS00004664	no	no	no	no	no	no	no	no
MGYS00003990	yes	yes	yes	yes	no	yes	yes	no
MGYS00004660	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004871	no	no	no	no	no	no	no	no
MGYS00004434	no	no	no	no	no	no	no	no
MGYS00004361	no	no	no	no	no	no	no	no
MGYS00004467	no	no	no	yes	no	no	no	no
MGYS00004552	no	no	no	no	N/A	no	no	no
MGYS00003996	no	no	no	no	no	no	no	no
MGYS00005405	no	no	no	no	no	no	no	no
MGYS00004038	no	no	no	no	no	no	no	no
MGYS00003640	no	no	no	no	no	no	no	no
MGYS00004367	no	no	no	no	no	no	no	no
MGYS00004442	no	yes	yes	yes	no	yes	no	no
MGYS00004194	no	no	no	no	no	no	no	no
MGYS00004238	no	no	no	no	no	no	no	no
MGYS00004636	yes	no	no	no	no	no	no	no
MGYS00004286	yes	no	yes	yes	yes	yes	yes	no
MGYS00005494	no	no	no	no	no	no	no	no
MGYS00005931	no	N/A	no	no	no	no	no	no
MGYS00005665	no	no	no	no	no	no	no	no
MGYS00004846	no	no	no	no	no	no	no	no
MGYS00005949	no	no	no	no	no	no	no	no
MGYS00004524	no	no	no	no	no	no	no	no
MGYS00004209	no	yes	no	yes	yes	yes	no	no
MGYS00004574	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005835	no	no	no	no	no	no	no	no
MGYS00004353	yes	no	no	no	no	no	no	no
MGYS00004036	no	no	no	no	no	no	no	no
MGYS00004244	yes	no	no	yes	no	no	no	no
MGYS00004419	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004076	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004173	no	no	no	no	yes	no	no	no
MGYS00004561	yes	yes	no	no	yes	yes	no	no
MGYS00005856	no	no	no	no	no	no	no	no
MGYS00004433	no	no	no	no	no	no	no	no
MGYS00004425	no	no	no	no	no	no	no	no
MGYS00004890	no	no	no	no	yes	no	no	no
MGYS00004364	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004656	no	no	no	no	no	no	no	no
MGYS00004218	no	no	no	no	no	no	no	no
MGYS00005688	no	no	no	no	no	no	no	no
MGYS00004856	no	yes	yes	no	no	no	no	no
MGYS00005318	no	no	no	no	no	no	no	no
MGYS00004859	no	yes	yes	yes	yes	yes	yes	no
MGYS00004057	yes	yes	N/A	yes	yes	yes	yes	no
MGYS00005865	no	no	no	no	no	no	no	no
MGYS00005713	no	no	no	no	no	no	no	no
MGYS00005644	no	no	no	no	no	no	no	no
MGYS00004031	no	no	no	no	no	no	no	no
MGYS00004150	no	no	no	no	no	no	no	no
MGYS00004584	no	no	no	no	no	no	no	no
MGYS00004577	no	yes	no	no	yes	no	no	no
MGYS00004544	no	no	no	no	no	no	no	no
MGYS00005580	no	no	no	no	no	no	no	no
MGYS00005148	no	no	no	no	no	no	no	no
MGYS00005413	no	no	yes	no	no	no	no	no
MGYS00004018	no	no	no	no	no	no	no	no
MGYS00004773	yes	no	yes	yes	no	yes	no	no
MGYS00003994	no	no	no	no	no	no	no	no
MGYS00004628	no	yes	no	no	no	no	no	no
MGYS00004241	no	no	no	no	no	no	no	no
MGYS00004025	no	yes	N/A	no	no	no	no	no
MGYS00004504	no	no	N/A	no	no	no	no	no
MGYS00006061	N/A	yes	no	yes	no	no	no	no
MGYS00004658	N/A	no	no	no	no	no	no	no
MGYS00005832	yes	yes	yes	no	yes	yes	yes	no
MGYS00004531	no	no	no	no	no	no	no	no
MGYS00004229	no	no	no	no	no	no	no	no
MGYS00004006	yes	yes	no	no	yes	yes	no	no
MGYS00003699	no	no	N/A	no	no	no	no	no
MGYS00004334	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004360	yes	no	yes	no	no	no	no	no
MGYS00005636	no	no	no	no	no	no	no	no
MGYS00004505	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005175	no	no	no	no	no	no	no	no
MGYS00004185	no	no	no	no	no	no	no	no
MGYS00004575	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004326	no	no	no	no	N/A	no	no	no
MGYS00004368	no	no	no	no	no	no	no	no
MGYS00004216	no	no	no	no	no	no	no	no
MGYS00005045	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005530	no	no	yes	yes	yes	yes	no	no
MGYS00005947	no	no	no	no	no	no	no	no
MGYS00004647	no	no	no	N/A	no	no	no	no
MGYS00005851	yes	no	yes	no	yes	yes	no	no
MGYS00004435	no	no	no	no	no	no	no	no
MGYS00004236	yes	no	no	yes	yes	yes	no	no
MGYS00004228	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004257	yes	yes	no	no	yes	yes	no	no
MGYS00004182	no	no	no	N/A	no	no	no	no
MGYS00004314	yes	no	no	no	no	no	no	no
MGYS00004107	no	no	N/A	no	yes	no	no	no
MGYS00004642	no	no	no	N/A	no	no	no	no
MGYS00004032	no	no	no	no	no	no	no	no
MGYS00004410	no	no	no	no	no	no	no	no
MGYS00005417	no	yes	no	no	yes	no	no	no
MGYS00005989	no	no	no	no	no	no	no	no
MGYS00005110	no	no	no	no	no	no	no	no
MGYS00005988	no	no	no	no	no	no	no	no
MGYS00004372	no	no	no	no	no	no	no	no
MGYS00004874	no	no	no	no	no	no	no	no
MGYS00004576	no	no	yes	no	no	no	no	no
MGYS00005367	no	no	no	no	yes	no	no	no
MGYS00004370	no	yes	no	yes	yes	yes	no	no
MGYS00004428	no	no	no	no	no	no	no	no
MGYS00004670	no	no	no	no	no	no	no	no
MGYS00004396	N/A	yes	no	no	no	no	no	no
MGYS00004540	no	no	no	no	no	no	no	no
MGYS00004477	no	no	no	no	no	no	no	no
MGYS00004865	no	no	no	no	no	no	no	no
MGYS00005945	no	N/A	no	no	no	no	no	no
MGYS00004839	no	no	no	no	no	no	no	no
