Study_id	Models_answer_run1	Models_answer_run2	Models_answer_run3	Models_answer_run4	Models_answer_run5	final_answer(3)	final_answer(4)	final_answer(5)
MGYS00004136	no	no	no	no	no	no	no	no
MGYS00005939	no	no	no	N/A	no	no	no	no
MGYS00004352	no	no	yes	yes	yes	yes	no	no
MGYS00003718	no	no	no	no	no	no	no	no
MGYS00005634	no	no	no	no	no	no	no	no
MGYS00004381	no	no	no	no	no	no	no	no
MGYS00004285	no	yes	no	no	no	no	no	no
MGYS00003988	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004858	yes	no	no	no	yes	no	no	no
MGYS00004392	no	yes	no	yes	yes	yes	no	no
MGYS00004207	no	no	no	no	no	no	no	no
MGYS00003613	no	no	no	no	no	no	no	no
MGYS00004168	yes	no	no	yes	yes	yes	no	no
MGYS00004559	no	no	no	no	no	no	no	no
MGYS00005404	no	no	no	no	no	no	no	no
MGYS00004015	no	no	no	no	no	no	no	no
MGYS00003750	no	no	no	yes	no	no	no	no
MGYS00004151	no	no	no	no	no	no	no	no
MGYS00004459	no	yes	no	no	yes	no	no	no
MGYS00004374	no	no	no	no	no	no	no	no
MGYS00004312	no	no	no	no	no	no	no	no
MGYS00004155	no	no	no	no	N/A	no	no	no
MGYS00003687	no	yes	no	no	yes	no	no	no
MGYS00004439	no	no	yes	no	yes	no	no	no
MGYS00005687	no	no	no	yes	no	no	no	no
MGYS00005653	no	no	no	no	no	no	no	no
MGYS00004277	no	no	no	no	no	no	no	no
MGYS00004500	yes	no	yes	yes	yes	yes	yes	no
MGYS00004857	no	no	yes	yes	no	no	no	no
MGYS00004086	no	no	yes	no	yes	no	no	no
MGYS00004519	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005123	no	no	no	no	no	no	no	no
MGYS00004454	no	no	no	no	no	no	no	no
MGYS00004196	no	no	no	no	no	no	no	no
MGYS00005669	no	no	no	yes	no	no	no	no
MGYS00004441	yes	yes	yes	yes	no	yes	yes	no
MGYS00004420	no	no	no	no	N/A	no	no	no
MGYS00004508	no	no	no	no	no	no	no	no
MGYS00005575	no	no	no	no	no	no	no	no
MGYS00005510	no	no	no	no	no	no	no	no
MGYS00005968	no	no	no	no	no	no	no	no
MGYS00004152	yes	no	no	no	yes	no	no	no
MGYS00003864	no	no	no	no	no	no	no	no
MGYS00004485	no	no	no	no	no	no	no	no
MGYS00004490	no	no	no	no	no	no	no	no
MGYS00004457	no	no	no	no	N/A	no	no	no
MGYS00004394	no	yes	no	no	no	no	no	no
MGYS00004042	no	yes	no	N/A	no	no	no	no
MGYS00005720	yes	yes	no	no	yes	yes	no	no
MGYS00004084	no	no	no	no	yes	no	no	no
MGYS00005869	no	no	no	no	no	no	no	no
MGYS00003641	no	no	no	no	no	no	no	no
MGYS00006072	no	no	no	no	no	no	no	no
MGYS00004181	no	no	no	no	no	no	no	no
MGYS00005075	no	no	no	no	no	no	no	no
MGYS00004051	yes	no	yes	yes	yes	yes	yes	no
MGYS00004179	no	no	no	no	yes	no	no	no
MGYS00004616	no	no	yes	no	no	no	no	no
MGYS00004716	no	no	no	no	no	no	no	no
MGYS00005141	no	no	no	no	no	no	no	no
MGYS00004513	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005300	no	no	no	no	no	no	no	no
MGYS00004624	yes	yes	no	no	no	no	no	no
MGYS00004306	no	no	no	no	no	no	no	no
MGYS00005829	no	no	no	no	N/A	no	no	no
MGYS00004154	no	no	no	no	no	no	no	no
MGYS00004365	no	yes	no	yes	no	no	no	no
MGYS00003654	no	no	no	N/A	no	no	no	no
MGYS00005961	no	no	no	no	no	no	no	no
MGYS00004267	no	no	no	no	no	no	no	no
MGYS00004674	no	no	no	no	no	no	no	no
MGYS00004128	no	no	no	no	no	no	no	no
MGYS00003603	no	N/A	no	no	no	no	no	no
MGYS00004227	no	no	no	no	no	no	no	no
MGYS00004195	N/A	no	no	no	no	no	no	no
MGYS00004534	no	no	no	no	no	no	no	no
MGYS00004130	no	no	no	no	no	no	no	no
MGYS00004023	no	no	no	no	no	no	no	no
MGYS00003999	no	no	no	no	no	no	no	no
MGYS00005714	no	no	no	no	no	no	no	no
MGYS00005200	no	no	no	no	yes	no	no	no
MGYS00004476	no	no	no	no	no	no	no	no
MGYS00004510	yes	no	no	no	no	no	no	no
MGYS00004982	no	no	no	no	no	no	no	no
MGYS00003726	no	no	no	no	no	no	no	no
MGYS00003867	yes	yes	yes	no	no	yes	no	no
MGYS00004322	yes	no	yes	no	yes	yes	no	no
MGYS00004631	no	no	no	no	no	no	no	no
MGYS00004517	no	no	no	no	no	no	no	no
MGYS00005245	no	no	no	no	no	no	no	no
MGYS00004175	no	no	no	no	no	no	no	no
MGYS00004422	no	no	no	no	no	no	no	no
MGYS00005640	no	no	no	no	N/A	no	no	no
MGYS00004840	no	yes	N/A	no	no	no	no	no
MGYS00004609	no	no	no	yes	yes	no	no	no
MGYS00004664	no	no	no	no	no	no	no	no
MGYS00003990	no	yes	yes	yes	no	yes	no	no
MGYS00004660	yes	yes	yes	no	yes	yes	yes	no
MGYS00004871	no	no	no	no	N/A	no	no	no
MGYS00004434	no	no	no	no	no	no	no	no
MGYS00004361	no	no	no	no	no	no	no	no
MGYS00004467	no	no	no	no	no	no	no	no
MGYS00004552	no	no	no	no	no	no	no	no
MGYS00003996	no	no	no	no	no	no	no	no
MGYS00005405	no	no	no	no	no	no	no	no
MGYS00004038	no	no	no	no	no	no	no	no
MGYS00003640	no	no	no	no	no	no	no	no
MGYS00004367	no	no	no	no	no	no	no	no
MGYS00004442	no	yes	yes	yes	yes	yes	yes	no
MGYS00004194	no	no	no	no	no	no	no	no
MGYS00004238	no	no	no	no	no	no	no	no
MGYS00004636	no	no	no	no	no	no	no	no
MGYS00004286	yes	yes	no	no	yes	yes	no	no
MGYS00005494	no	no	no	no	no	no	no	no
MGYS00005931	no	no	no	no	no	no	no	no
MGYS00005665	no	no	no	no	yes	no	no	no
MGYS00004846	no	no	yes	no	no	no	no	no
MGYS00005949	no	no	no	no	no	no	no	no
MGYS00004524	no	no	no	no	no	no	no	no
MGYS00004209	yes	yes	no	no	no	no	no	no
MGYS00004574	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005835	no	yes	no	yes	yes	yes	no	no
MGYS00004353	no	no	no	no	no	no	no	no
MGYS00004036	no	no	no	no	no	no	no	no
MGYS00004244	no	no	no	yes	yes	no	no	no
MGYS00004419	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004076	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004173	yes	yes	no	yes	no	yes	no	no
MGYS00004561	no	no	no	no	no	no	no	no
MGYS00005856	no	no	no	no	no	no	no	no
MGYS00004433	yes	no	no	no	no	no	no	no
MGYS00004425	no	no	no	no	no	no	no	no
MGYS00004890	no	no	no	no	no	no	no	no
MGYS00004364	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004656	yes	no	no	no	no	no	no	no
MGYS00004218	no	no	no	no	no	no	no	no
MGYS00005688	no	no	no	no	no	no	no	no
MGYS00004856	no	yes	no	no	no	no	no	no
MGYS00005318	no	no	no	no	no	no	no	no
MGYS00004859	no	no	yes	yes	yes	yes	no	no
MGYS00004057	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00005865	no	no	no	no	no	no	no	no
MGYS00005713	no	no	no	N/A	no	no	no	no
MGYS00005644	no	no	no	no	no	no	no	no
MGYS00004031	no	no	no	no	no	no	no	no
MGYS00004150	no	no	no	no	no	no	no	no
MGYS00004584	N/A	no	no	no	no	no	no	no
MGYS00004577	yes	yes	N/A	no	no	no	no	no
MGYS00004544	no	no	no	no	yes	no	no	no
MGYS00005580	no	no	no	no	no	no	no	no
MGYS00005148	no	no	no	no	no	no	no	no
MGYS00005413	no	no	no	yes	no	no	no	no
MGYS00004018	no	no	no	no	yes	no	no	no
MGYS00004773	yes	no	yes	yes	N/A	yes	no	no
MGYS00003994	no	no	no	no	no	no	no	no
MGYS00004628	yes	yes	yes	no	no	yes	no	no
MGYS00004241	no	no	no	no	no	no	no	no
MGYS00004025	no	no	yes	no	yes	no	no	no
MGYS00004504	no	no	no	no	no	no	no	no
MGYS00006061	no	no	no	yes	no	no	no	no
MGYS00004658	N/A	no	no	no	no	no	no	no
MGYS00005832	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004531	no	no	no	no	no	no	no	no
MGYS00004229	no	no	no	no	no	no	no	no
MGYS00004006	yes	yes	yes	no	yes	yes	yes	no
MGYS00003699	no	no	no	no	no	no	no	no
MGYS00004334	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004360	no	no	no	no	no	no	no	no
MGYS00005636	no	no	no	no	no	no	no	no
MGYS00004505	yes	no	yes	yes	yes	yes	yes	no
MGYS00005175	no	no	no	yes	no	no	no	no
MGYS00004185	no	no	no	no	no	no	no	no
MGYS00004575	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004326	no	no	no	no	no	no	no	no
MGYS00004368	no	no	no	no	no	no	no	no
MGYS00004216	no	no	no	no	no	no	no	no
MGYS00005045	yes	yes	yes	yes	no	yes	yes	no
MGYS00005530	yes	yes	no	yes	yes	yes	yes	no
MGYS00005947	no	no	no	no	no	no	no	no
MGYS00004647	yes	N/A	no	no	no	no	no	no
MGYS00005851	yes	yes	yes	no	yes	yes	yes	no
MGYS00004435	no	no	yes	no	no	no	no	no
MGYS00004236	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004228	yes	yes	yes	no	yes	yes	yes	no
MGYS00004257	no	no	yes	yes	no	no	no	no
MGYS00004182	no	N/A	yes	no	no	no	no	no
MGYS00004314	no	no	no	no	no	no	no	no
MGYS00004107	no	no	no	no	no	no	no	no
MGYS00004642	no	no	no	no	no	no	no	no
MGYS00004032	no	no	no	no	no	no	no	no
MGYS00004410	no	no	no	no	no	no	no	no
MGYS00005417	yes	yes	yes	no	no	yes	no	no
MGYS00005989	no	no	no	no	no	no	no	no
MGYS00005110	yes	no	no	no	no	no	no	no
MGYS00005988	no	no	no	no	no	no	no	no
MGYS00004372	no	no	no	N/A	no	no	no	no
MGYS00004874	no	no	no	no	no	no	no	no
MGYS00004576	no	no	no	N/A	no	no	no	no
MGYS00005367	no	no	no	yes	no	no	no	no
MGYS00004370	no	yes	no	no	no	no	no	no
MGYS00004428	no	no	no	no	no	no	no	no
MGYS00004670	no	no	no	no	no	no	no	no
MGYS00004396	no	no	no	yes	no	no	no	no
MGYS00004540	no	no	no	no	no	no	no	no
MGYS00004477	no	no	no	no	no	no	no	no
MGYS00004865	no	no	no	no	no	no	no	no
MGYS00005945	no	no	no	no	N/A	no	no	no
MGYS00004839	no	no	no	no	no	no	no	no
MGYS00004375	yes	no	yes	yes	yes	yes	yes	no
MGYS00004165	no	no	no	no	no	no	no	no
MGYS00004611	no	no	no	no	no	no	no	no
MGYS00004065	no	no	no	no	no	no	no	no
MGYS00004276	no	no	no	no	yes	no	no	no
MGYS00004443	no	no	no	no	no	no	no	no
MGYS00004569	no	no	no	yes	no	no	no	no
MGYS00004851	no	no	no	no	no	no	no	no
MGYS00004462	no	no	N/A	yes	yes	no	no	no
MGYS00005777	no	no	no	no	no	no	no	no
MGYS00005024	no	no	no	no	N/A	no	no	no
MGYS00004093	no	no	no	no	no	no	no	no
MGYS00004137	no	yes	yes	yes	no	yes	no	no
MGYS00004385	yes	no	no	yes	yes	yes	no	no
MGYS00004614	no	no	no	no	no	no	no	no
MGYS00005773	no	no	no	no	no	no	no	no
MGYS00004687	no	no	no	no	no	no	no	no
MGYS00004302	no	no	no	no	no	no	no	no
MGYS00004133	yes	no	no	no	no	no	no	no
MGYS00003866	no	no	no	no	no	no	no	no
MGYS00004415	no	no	no	no	no	no	no	no
MGYS00005675	no	no	no	no	no	no	no	no
MGYS00004095	no	no	no	no	no	no	no	no
MGYS00004843	no	no	no	no	no	no	no	no
MGYS00004568	no	no	no	no	no	no	no	no
MGYS00004214	no	no	no	no	no	no	no	no
MGYS00004567	no	no	no	no	no	no	no	no
MGYS00004249	no	no	no	no	no	no	no	no
MGYS00004405	no	no	no	no	no	no	no	no
MGYS00004844	N/A	no	no	no	no	no	no	no
MGYS00005420	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004351	no	no	no	no	no	no	no	no
MGYS00004250	no	no	no	no	no	no	no	no
MGYS00004860	yes	no	yes	no	no	no	no	no
MGYS00004416	no	no	no	yes	no	no	no	no
MGYS00005666	no	no	no	no	no	no	no	no
MGYS00004203	no	no	no	no	no	no	no	no
MGYS00004651	no	no	no	yes	no	no	no	no
MGYS00004648	no	no	no	no	no	no	no	no
MGYS00005654	no	no	no	no	no	no	no	no
MGYS00004580	no	no	no	no	no	no	no	no
MGYS00004440	no	no	no	no	no	no	no	no
MGYS00004868	no	N/A	no	no	no	no	no	no
MGYS00005054	no	no	no	no	no	no	no	no
MGYS00004573	no	no	no	no	no	no	no	no
MGYS00006039	no	no	no	no	no	no	no	no
MGYS00004090	no	no	no	no	no	no	no	no
MGYS00003863	no	yes	yes	no	no	no	no	no
MGYS00004880	no	no	no	no	no	no	no	no
MGYS00004400	no	no	no	no	no	no	no	no
MGYS00004565	no	no	no	no	no	no	no	no
MGYS00004550	no	no	no	no	no	no	no	no
MGYS00004654	no	no	no	no	no	no	no	no
MGYS00004131	no	no	no	no	no	no	no	no
MGYS00005705	yes	no	yes	no	no	no	no	no
MGYS00004645	no	no	no	N/A	no	no	no	no
MGYS00004402	no	no	no	no	no	no	no	no
MGYS00003806	no	no	no	no	no	no	no	no
MGYS00004044	no	no	no	no	no	no	no	no
MGYS00003725	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004852	no	no	no	no	no	no	no	no
MGYS00004562	no	yes	no	yes	no	no	no	no
MGYS00005716	no	no	no	no	no	no	no	no
MGYS00004139	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004555	yes	no	yes	no	yes	yes	no	no
MGYS00005439	no	no	no	no	no	no	no	no
MGYS00004002	no	no	no	no	no	no	no	no
MGYS00004123	no	no	no	no	no	no	no	no
MGYS00004627	no	no	no	no	no	no	no	no
MGYS00004619	no	no	no	no	no	no	no	no
MGYS00004156	no	no	no	no	no	no	no	no
MGYS00004518	no	yes	no	no	yes	no	no	no
MGYS00004480	no	no	no	no	N/A	no	no	no
MGYS00004206	no	yes	no	no	yes	no	no	no
MGYS00004167	no	no	no	no	no	no	no	no
MGYS00004430	no	yes	no	no	no	no	no	no
MGYS00004163	yes	yes	no	yes	yes	yes	yes	no
MGYS00004530	no	no	no	no	no	no	no	no
MGYS00004488	N/A	yes	yes	yes	yes	yes	yes	no
MGYS00003638	N/A	no	no	no	no	no	no	no
MGYS00005957	no	no	no	no	no	no	no	no
MGYS00005673	no	no	no	no	no	no	no	no
MGYS00005265	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003810	yes	no	no	yes	yes	yes	no	no
MGYS00004190	no	no	no	no	no	no	no	no
MGYS00004226	no	no	no	no	no	no	no	no
MGYS00004495	N/A	no	no	no	no	no	no	no
MGYS00005027	no	no	no	no	no	no	no	no
MGYS00004242	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004713	no	no	no	no	no	no	no	no
MGYS00004549	no	no	no	no	N/A	no	no	no
MGYS00004293	no	no	no	no	no	no	no	no
MGYS00004120	no	no	no	no	no	no	no	no
MGYS00005403	no	no	no	no	no	no	no	no
MGYS00004617	no	no	yes	no	no	no	no	no
MGYS00005780	no	no	no	no	no	no	no	no
MGYS00004363	yes	no	no	no	no	no	no	no
MGYS00004463	no	no	no	no	N/A	no	no	no
MGYS00004709	no	no	no	no	no	no	no	no
MGYS00004328	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004117	no	yes	yes	yes	yes	yes	yes	no
MGYS00004853	no	no	no	no	no	no	no	no
MGYS00004354	no	no	yes	yes	no	no	no	no
MGYS00004397	no	no	no	yes	no	no	no	no
MGYS00004164	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004606	no	no	no	no	no	no	no	no
MGYS00004349	no	no	no	yes	no	no	no	no
MGYS00005859	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004174	no	yes	no	N/A	no	no	no	no
MGYS00005632	no	no	no	N/A	N/A	no	no	no
MGYS00005695	no	no	no	no	no	no	no	no
MGYS00004129	no	no	no	no	no	no	no	no
MGYS00004213	no	no	no	yes	no	no	no	no
MGYS00004732	no	no	no	no	no	no	no	no
MGYS00004841	no	no	no	no	no	no	no	no
MGYS00004528	yes	yes	yes	no	no	yes	no	no
MGYS00004681	no	no	no	no	no	no	no	no
MGYS00004629	no	no	no	no	no	no	no	no
MGYS00004091	no	no	no	no	no	no	no	no
MGYS00004481	no	no	yes	no	no	no	no	no
MGYS00003616	no	no	no	no	no	no	no	no
MGYS00004029	yes	yes	yes	yes	no	yes	yes	no
MGYS00004220	no	no	N/A	no	N/A	no	no	no
MGYS00004604	no	no	no	no	no	no	no	no
MGYS00004570	no	no	no	no	no	no	no	no
MGYS00005000	no	no	no	no	no	no	no	no
MGYS00003633	no	no	no	no	no	no	no	no
MGYS00004478	no	no	no	no	no	no	no	no
MGYS00004260	no	no	no	yes	no	no	no	no
MGYS00004052	no	no	N/A	no	no	no	no	no
MGYS00003989	yes	no	no	no	no	no	no	no
MGYS00005964	no	no	no	no	no	no	no	no
MGYS00003631	no	no	no	no	no	no	no	no
MGYS00004668	no	no	no	no	no	no	no	no
MGYS00004389	no	no	no	no	no	no	no	no
MGYS00004613	no	no	no	no	no	no	no	no
MGYS00004625	yes	no	no	no	no	no	no	no
MGYS00004845	no	yes	no	no	no	no	no	no
MGYS00005710	no	no	no	no	no	no	no	no
MGYS00004506	no	no	no	no	no	no	no	no
MGYS00004634	no	no	no	no	no	no	no	no
MGYS00004081	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004678	no	no	no	no	no	no	no	no
MGYS00004696	no	no	no	no	no	no	no	no
MGYS00004055	no	no	no	no	no	no	no	no
MGYS00005337	no	no	no	no	no	no	no	no
MGYS00004169	no	no	no	no	no	no	no	no
MGYS00005629	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004486	no	no	no	no	no	no	no	no
MGYS00004612	no	no	no	no	no	no	no	no
MGYS00003611	no	no	no	no	no	no	no	no
MGYS00004412	no	N/A	no	no	no	no	no	no
MGYS00005312	no	no	no	no	N/A	no	no	no
MGYS00004529	no	no	no	no	no	no	no	no
MGYS00004217	no	no	no	no	no	no	no	no
MGYS00004116	no	no	no	no	N/A	no	no	no
MGYS00004582	no	no	no	no	no	no	no	no
MGYS00004665	no	no	no	no	no	no	no	no
MGYS00005250	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004071	no	no	no	no	no	no	no	no
MGYS00004261	yes	no	N/A	no	no	no	no	no
MGYS00004010	no	no	no	no	no	no	no	no
MGYS00004621	no	no	no	no	no	no	no	no
MGYS00004278	no	no	no	no	no	no	no	no
MGYS00006028	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004053	no	no	no	no	no	no	no	no
MGYS00004849	no	no	no	no	no	no	no	no
MGYS00004202	no	no	no	no	no	no	no	no
MGYS00004641	no	N/A	no	no	no	no	no	no
MGYS00004589	no	no	no	no	no	no	no	no
MGYS00005935	no	no	no	no	N/A	no	no	no
MGYS00005487	no	no	no	no	N/A	no	no	no
MGYS00004211	yes	yes	N/A	no	yes	yes	no	no
MGYS00004842	no	no	no	no	no	no	no	no
MGYS00004310	yes	yes	no	yes	yes	yes	yes	no
MGYS00005734	yes	yes	yes	yes	no	yes	yes	no
MGYS00004377	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004315	no	no	no	no	no	no	no	no
MGYS00004324	no	no	yes	no	yes	no	no	no
MGYS00004455	no	no	no	no	no	no	no	no
MGYS00004623	no	no	no	no	no	no	no	no
MGYS00006035	no	no	yes	no	yes	no	no	no
MGYS00004189	no	no	no	no	no	no	no	no
MGYS00004323	no	no	no	no	no	no	no	no
MGYS00004892	no	no	no	no	no	no	no	no
MGYS00005717	no	no	yes	no	no	no	no	no
MGYS00004148	no	no	no	no	no	no	no	no
MGYS00004563	no	no	yes	no	no	no	no	no
MGYS00003602	no	no	no	no	no	no	no	no
MGYS00004376	no	no	no	no	no	no	no	no
MGYS00004444	yes	no	no	no	no	no	no	no
MGYS00004193	no	yes	no	no	no	no	no	no
MGYS00004199	yes	yes	yes	N/A	yes	yes	yes	no
MGYS00004144	no	no	no	no	no	no	no	no
MGYS00005696	yes	no	no	yes	yes	yes	no	no
MGYS00004078	no	no	no	no	yes	no	no	no
MGYS00004560	no	no	N/A	no	no	no	no	no
MGYS00004171	no	no	no	no	no	no	no	no
MGYS00004702	no	no	no	no	no	no	no	no
MGYS00004205	no	no	no	no	no	no	no	no
MGYS00005981	no	no	no	no	no	no	no	no
MGYS00004069	no	no	no	no	no	no	no	no
MGYS00004460	yes	no	no	no	no	no	no	no
MGYS00003993	no	N/A	no	N/A	no	no	no	no
MGYS00004073	no	no	no	no	no	no	no	no
MGYS00004630	no	no	no	yes	no	no	no	no
MGYS00005396	no	yes	no	yes	no	no	no	no
MGYS00003946	no	no	yes	yes	no	no	no	no
MGYS00004883	no	no	no	no	no	no	no	no
MGYS00005646	no	no	no	no	no	no	no	no
MGYS00004208	no	yes	yes	yes	no	yes	no	no
MGYS00004511	N/A	yes	yes	yes	no	yes	no	no
MGYS00004303	no	yes	yes	no	yes	yes	no	no
MGYS00004210	no	no	no	no	no	no	no	no
MGYS00004468	no	no	no	no	no	no	no	no
MGYS00004014	no	yes	no	no	no	no	no	no
MGYS00004742	no	no	no	no	N/A	no	no	no
MGYS00004340	no	no	yes	no	no	no	no	no
MGYS00005863	yes	no	no	no	no	no	no	no
MGYS00004304	no	no	no	no	no	no	no	no
MGYS00004484	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004104	yes	no	yes	no	yes	yes	no	no
MGYS00004012	no	yes	no	no	no	no	no	no
MGYS00004043	no	no	no	no	no	no	no	no
MGYS00004615	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00004297	no	no	no	no	no	no	no	no
MGYS00003642	no	no	no	no	no	no	no	no
MGYS00004215	no	no	no	no	no	no	no	no
MGYS00004520	yes	no	N/A	N/A	no	no	no	no
MGYS00004677	no	no	no	no	yes	no	no	no
MGYS00004637	no	no	no	yes	no	no	no	no
MGYS00004571	yes	yes	yes	no	no	yes	no	no
MGYS00005419	no	no	no	no	no	no	no	no
MGYS00004046	no	no	no	no	yes	no	no	no
MGYS00005149	no	no	no	yes	no	no	no	no
MGYS00005951	no	no	no	no	N/A	no	no	no
MGYS00004691	yes	yes	yes	no	N/A	yes	no	no
MGYS00004395	no	no	no	no	no	no	no	no
MGYS00004383	no	no	no	no	no	no	no	no
MGYS00004411	no	no	no	no	no	no	no	no
MGYS00003614	no	N/A	no	no	N/A	no	no	no
MGYS00004679	no	no	no	no	no	no	no	no
MGYS00003997	no	no	no	no	no	no	no	no
MGYS00003855	no	yes	no	no	no	no	no	no
