Study_id	Models_answer_run1	Models_answer_run2	Models_answer_run3	Models_answer_run4	Models_answer_run5	final_answer(3)	final_answer(4)	final_answer(5)
MGYS00001038	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001005	no	no	no	no	no	no	no	no
MGYS00002116	no	no	no	no	no	no	no	no
MGYS00001161	no	no	no	no	no	no	no	no
MGYS00002110	no	no	no	no	no	no	no	no
MGYS00000971	no	no	no	no	no	no	no	no
MGYS00001060	no	no	no	no	no	no	no	no
MGYS00001037	no	no	no	no	no	no	no	no
MGYS00002303	no	no	no	no	no	no	no	no
MGYS00005186	no	no	no	no	no	no	no	no
MGYS00005315	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001023	no	no	no	no	no	no	no	no
MGYS00003933	no	no	no	no	no	no	no	no
MGYS00001597	no	no	no	no	no	no	no	no
MGYS00001972	no	no	yes	no	yes	no	no	no
MGYS00000926	no	no	no	no	no	no	no	no
MGYS00001100	no	no	no	no	no	no	no	no
MGYS00005571	yes	yes	yes	no	yes	yes	yes	no
MGYS00000945	no	no	no	no	no	no	no	no
MGYS00001009	no	no	no	no	no	no	no	no
MGYS00005241	no	no	no	no	yes	no	no	no
MGYS00001033	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001035	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001158	no	no	no	no	no	no	no	no
MGYS00001049	no	no	no	no	no	no	no	no
MGYS00003066	no	no	no	no	no	no	no	no
MGYS00004610	no	no	no	no	no	no	no	no
MGYS00001031	no	no	no	no	no	no	no	no
MGYS00001909	no	no	no	no	no	no	no	no
MGYS00003981	no	no	no	no	no	no	no	no
MGYS00003717	no	no	no	no	no	no	no	no
MGYS00001057	no	no	no	no	no	no	no	no
MGYS00001911	no	no	no	no	no	no	no	no
MGYS00003807	no	no	no	no	no	no	no	no
MGYS00001024	no	no	no	no	no	no	no	no
MGYS00002314	no	no	no	no	no	no	no	no
MGYS00000959	no	no	no	no	no	no	no	no
MGYS00001027	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00003785	no	no	no	no	no	no	no	no
MGYS00001284	no	no	no	no	no	no	no	no
MGYS00003918	no	no	no	no	no	no	no	no
MGYS00001025	no	no	no	no	no	no	no	no
MGYS00005536	no	no	no	no	no	no	no	no
MGYS00001293	no	no	no	no	no	no	no	no
MGYS00002254	no	no	no	no	no	no	no	no
MGYS00001026	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001006	no	no	no	no	no	no	no	no
MGYS00001198	no	no	no	no	no	no	no	no
MGYS00003931	no	no	no	no	no	no	no	no
MGYS00005093	no	no	no	no	no	no	no	no
MGYS00000981	no	no	no	no	no	no	no	no
MGYS00002115	no	no	no	no	no	no	no	no
MGYS00000989	no	no	no	no	no	no	no	no
MGYS00000936	no	no	no	no	no	no	no	no
MGYS00003870	no	no	no	no	yes	no	no	no
MGYS00003858	no	no	no	yes	no	no	no	no
MGYS00003754	no	no	no	no	no	no	no	no
MGYS00005572	no	no	no	no	no	no	no	no
MGYS00003691	no	no	no	no	no	no	no	no
MGYS00001353	no	no	no	no	no	no	no	no
MGYS00000965	no	no	no	no	no	no	no	no
MGYS00002190	no	no	no	no	no	no	no	no
MGYS00004602	no	no	no	no	no	no	no	no
MGYS00002429	no	no	no	no	no	no	no	no
MGYS00000975	no	no	no	no	no	no	no	no
MGYS00005185	no	no	no	no	no	no	no	no
MGYS00000998	no	no	no	no	no	no	no	no
MGYS00000994	no	no	no	no	no	no	no	no
MGYS00000963	no	no	no	no	no	no	no	no
MGYS00002018	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00000933	no	no	no	no	no	no	no	no
MGYS00001619	no	no	no	no	no	no	no	no
MGYS00006001	no	no	no	no	no	no	no	no
MGYS00005725	no	no	no	no	no	no	no	no
MGYS00002386	no	no	no	no	no	no	no	no
MGYS00000961	no	no	no	no	no	no	no	no
MGYS00001606	yes	yes	no	no	yes	yes	no	no
MGYS00005208	no	no	no	no	no	no	no	no
MGYS00000982	no	no	no	no	no	no	no	no
MGYS00000929	no	no	no	no	no	no	no	no
MGYS00001202	no	no	no	no	no	no	no	no
MGYS00003759	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00002679	no	no	no	no	no	no	no	no
MGYS00000925	no	no	no	no	no	no	no	no
MGYS00000978	no	no	no	no	no	no	no	no
MGYS00005096	no	no	no	no	no	no	no	no
MGYS00005053	no	no	no	no	no	no	no	no
MGYS00005092	no	no	no	no	no	no	no	no
MGYS00000939	no	no	no	no	no	no	no	no
MGYS00000947	no	no	no	no	no	no	no	no
MGYS00003688	no	no	no	no	no	no	no	no
MGYS00005077	no	no	no	no	no	no	no	no
MGYS00001045	no	no	no	no	no	no	no	no
MGYS00003920	no	no	no	no	no	no	no	no
MGYS00001039	no	no	no	no	no	no	no	no
MGYS00001008	no	no	no	no	no	no	no	no
MGYS00005078	no	no	no	no	no	no	no	no
MGYS00003786	no	no	no	no	no	no	no	no
MGYS00005313	no	no	no	no	no	no	no	no
MGYS00005091	no	no	no	no	no	no	no	no
MGYS00002054	no	no	no	no	no	no	no	no
MGYS00000935	yes	yes	yes	yes	yes	yes	yes	yes
MGYS00001627	no	no	no	no	no	no	no	no
MGYS00001042	no	no	no	no	no	no	no	no
MGYS00000923	no	no	no	no	no	no	no	no
MGYS00001065	no	no	no	no	no	no	no	no
MGYS00005624	no	no	no	no	no	no	no	no
MGYS00005243	no	no	no	no	no	no	no	no
MGYS00000977	no	no	no	no	no	no	no	no
MGYS00001762	no	no	no	no	no	no	no	no
MGYS00002048	no	no	no	no	no	no	no	no
MGYS00006118	no	no	no	no	no	no	no	no
